surrogate,sample_id,speaker_id,ground_truth_emotion,target_emotion,whitebox_success,adv_audio_path,original_audio_path,wav_exists,snr_db
voxtral_en,00213_0011_angry_0011_000625,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00213_0011_angry_0011_000625.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000625.wav,True,26.25881359221921
voxtral_en,00214_0011_angry_0011_000392,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00214_0011_angry_0011_000392.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000392.wav,True,20.329756766840916
voxtral_en,00215_0011_angry_0011_000494,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00215_0011_angry_0011_000494.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000494.wav,True,31.544027770981444
voxtral_en,00216_0011_angry_0011_000500,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00216_0011_angry_0011_000500.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000500.wav,True,28.895492701060256
voxtral_en,00217_0011_angry_0011_000401,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00217_0011_angry_0011_000401.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000401.wav,True,23.10126369900931
voxtral_en,00218_0011_angry_0011_000360,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00218_0011_angry_0011_000360.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000360.wav,True,19.076072744806766
voxtral_en,00219_0011_angry_0011_000616,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00219_0011_angry_0011_000616.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000616.wav,True,29.575803411033206
voxtral_en,00220_0011_angry_0011_000511,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00220_0011_angry_0011_000511.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000511.wav,True,26.201767440756655
voxtral_en,00221_0011_angry_0011_000469,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00221_0011_angry_0011_000469.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000469.wav,True,26.18651679091451
voxtral_en,00222_0011_angry_0011_000566,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00222_0011_angry_0011_000566.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000566.wav,True,25.03863562201439
voxtral_en,00223_0011_angry_0011_000356,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00223_0011_angry_0011_000356.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000356.wav,True,21.802415209997612
voxtral_en,00224_0011_angry_0011_000565,0011,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0011\00224_0011_angry_0011_000565.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0011/Angry/0011_000565.wav,True,31.24709198336674
voxtral_en,00400_0012_angry_0012_000661,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00400_0012_angry_0012_000661.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000661.wav,True,27.778023952252042
voxtral_en,00402_0012_angry_0012_000446,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00402_0012_angry_0012_000446.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000446.wav,True,25.68619501229716
voxtral_en,00403_0012_angry_0012_000390,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00403_0012_angry_0012_000390.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000390.wav,True,23.11679441204745
voxtral_en,00404_0012_angry_0012_000579,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00404_0012_angry_0012_000579.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000579.wav,True,29.66395358169974
voxtral_en,00405_0012_angry_0012_000550,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00405_0012_angry_0012_000550.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000550.wav,True,26.466435216083468
voxtral_en,00406_0012_angry_0012_000513,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00406_0012_angry_0012_000513.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000513.wav,True,22.006513403653628
voxtral_en,00407_0012_angry_0012_000409,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00407_0012_angry_0012_000409.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000409.wav,True,26.874353518873125
voxtral_en,00408_0012_angry_0012_000372,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00408_0012_angry_0012_000372.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000372.wav,True,29.94242542731825
voxtral_en,00409_0012_angry_0012_000530,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00409_0012_angry_0012_000530.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000530.wav,True,25.149800325891928
voxtral_en,00410_0012_angry_0012_000653,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00410_0012_angry_0012_000653.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000653.wav,True,30.008428898878428
voxtral_en,00411_0012_angry_0012_000418,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00411_0012_angry_0012_000418.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000418.wav,True,21.122757128059252
voxtral_en,00412_0012_angry_0012_000700,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00412_0012_angry_0012_000700.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000700.wav,True,18.213112461009757
voxtral_en,00413_0012_angry_0012_000612,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00413_0012_angry_0012_000612.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000612.wav,True,26.690022436168796
voxtral_en,00414_0012_angry_0012_000549,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00414_0012_angry_0012_000549.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000549.wav,True,25.880034656727048
voxtral_en,00415_0012_angry_0012_000491,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00415_0012_angry_0012_000491.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000491.wav,True,26.610680979103087
voxtral_en,00416_0012_angry_0012_000459,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00416_0012_angry_0012_000459.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000459.wav,True,25.75263891439245
voxtral_en,00417_0012_angry_0012_000386,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00417_0012_angry_0012_000386.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000386.wav,True,25.65176038738437
voxtral_en,00418_0012_angry_0012_000394,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00418_0012_angry_0012_000394.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000394.wav,True,22.963948482841406
voxtral_en,00420_0012_angry_0012_000482,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00420_0012_angry_0012_000482.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000482.wav,True,30.35338283032018
voxtral_en,00421_0012_angry_0012_000368,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00421_0012_angry_0012_000368.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000368.wav,True,26.537770579852126
voxtral_en,00422_0012_angry_0012_000594,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00422_0012_angry_0012_000594.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000594.wav,True,26.47044652596996
voxtral_en,00423_0012_angry_0012_000469,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00423_0012_angry_0012_000469.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000469.wav,True,29.103384687288205
voxtral_en,00424_0012_angry_0012_000355,0012,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0012\00424_0012_angry_0012_000355.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0012/Angry/0012_000355.wav,True,24.058488425727575
voxtral_en,00301_0013_angry_0013_000447,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00301_0013_angry_0013_000447.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000447.wav,True,21.385505797388966
voxtral_en,00302_0013_angry_0013_000518,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00302_0013_angry_0013_000518.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000518.wav,True,27.850831070061737
voxtral_en,00303_0013_angry_0013_000667,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00303_0013_angry_0013_000667.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000667.wav,True,20.919073811788856
voxtral_en,00304_0013_angry_0013_000573,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00304_0013_angry_0013_000573.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000573.wav,True,23.601533794026878
voxtral_en,00305_0013_angry_0013_000496,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00305_0013_angry_0013_000496.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000496.wav,True,24.528940430962976
voxtral_en,00306_0013_angry_0013_000478,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00306_0013_angry_0013_000478.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000478.wav,True,25.894308617062165
voxtral_en,00308_0013_angry_0013_000394,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00308_0013_angry_0013_000394.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000394.wav,True,23.680849268140335
voxtral_en,00309_0013_angry_0013_000697,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00309_0013_angry_0013_000697.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000697.wav,True,26.600080294425815
voxtral_en,00310_0013_angry_0013_000431,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00310_0013_angry_0013_000431.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000431.wav,True,23.196697900082675
voxtral_en,00312_0013_angry_0013_000501,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00312_0013_angry_0013_000501.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000501.wav,True,29.01179979448891
voxtral_en,00314_0013_angry_0013_000651,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00314_0013_angry_0013_000651.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000651.wav,True,29.072507198947044
voxtral_en,00315_0013_angry_0013_000380,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00315_0013_angry_0013_000380.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000380.wav,True,23.246239031609626
voxtral_en,00318_0013_angry_0013_000551,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00318_0013_angry_0013_000551.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000551.wav,True,28.070829997281542
voxtral_en,00319_0013_angry_0013_000621,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00319_0013_angry_0013_000621.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000621.wav,True,27.61054315564843
voxtral_en,00320_0013_angry_0013_000433,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00320_0013_angry_0013_000433.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000433.wav,True,23.288174884486207
voxtral_en,00321_0013_angry_0013_000531,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00321_0013_angry_0013_000531.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000531.wav,True,23.955713110696408
voxtral_en,00322_0013_angry_0013_000415,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00322_0013_angry_0013_000415.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000415.wav,True,24.272755876780003
voxtral_en,00323_0013_angry_0013_000628,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00323_0013_angry_0013_000628.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000628.wav,True,22.93554606220774
voxtral_en,00324_0013_angry_0013_000412,0013,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0013\00324_0013_angry_0013_000412.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0013/Angry/0013_000412.wav,True,24.963488090665052
voxtral_en,00500_0014_angry_0014_000540,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00500_0014_angry_0014_000540.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000540.wav,True,23.559645169418953
voxtral_en,00501_0014_angry_0014_000444,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00501_0014_angry_0014_000444.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000444.wav,True,23.484544561632603
voxtral_en,00502_0014_angry_0014_000474,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00502_0014_angry_0014_000474.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000474.wav,True,22.65197178732897
voxtral_en,00503_0014_angry_0014_000463,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00503_0014_angry_0014_000463.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000463.wav,True,21.504999624689603
voxtral_en,00504_0014_angry_0014_000428,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00504_0014_angry_0014_000428.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000428.wav,True,19.29549452426142
voxtral_en,00506_0014_angry_0014_000426,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00506_0014_angry_0014_000426.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000426.wav,True,20.21589587949656
voxtral_en,00507_0014_angry_0014_000620,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00507_0014_angry_0014_000620.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000620.wav,True,20.5229789732265
voxtral_en,00508_0014_angry_0014_000369,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00508_0014_angry_0014_000369.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000369.wav,True,25.197749593754104
voxtral_en,00509_0014_angry_0014_000487,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00509_0014_angry_0014_000487.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000487.wav,True,23.856923664144183
voxtral_en,00510_0014_angry_0014_000399,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00510_0014_angry_0014_000399.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000399.wav,True,25.351977849873116
voxtral_en,00511_0014_angry_0014_000614,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00511_0014_angry_0014_000614.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000614.wav,True,23.68638435925869
voxtral_en,00512_0014_angry_0014_000362,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00512_0014_angry_0014_000362.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000362.wav,True,24.49459129476952
voxtral_en,00513_0014_angry_0014_000510,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00513_0014_angry_0014_000510.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000510.wav,True,21.26410729707785
voxtral_en,00514_0014_angry_0014_000658,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00514_0014_angry_0014_000658.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000658.wav,True,23.66642359348104
voxtral_en,00515_0014_angry_0014_000600,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00515_0014_angry_0014_000600.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000600.wav,True,20.033605151166675
voxtral_en,00516_0014_angry_0014_000667,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00516_0014_angry_0014_000667.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000667.wav,True,20.439826561860976
voxtral_en,00517_0014_angry_0014_000638,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00517_0014_angry_0014_000638.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000638.wav,True,18.232622537613167
voxtral_en,00518_0014_angry_0014_000643,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00518_0014_angry_0014_000643.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000643.wav,True,24.64721447291221
voxtral_en,00519_0014_angry_0014_000506,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00519_0014_angry_0014_000506.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000506.wav,True,20.868911223035738
voxtral_en,00520_0014_angry_0014_000613,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00520_0014_angry_0014_000613.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000613.wav,True,13.504947958480507
voxtral_en,00521_0014_angry_0014_000501,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00521_0014_angry_0014_000501.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000501.wav,True,23.815751718981986
voxtral_en,00522_0014_angry_0014_000575,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00522_0014_angry_0014_000575.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000575.wav,True,25.346093260416556
voxtral_en,00523_0014_angry_0014_000439,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00523_0014_angry_0014_000439.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000439.wav,True,24.875374756665195
voxtral_en,00524_0014_angry_0014_000402,0014,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0014\00524_0014_angry_0014_000402.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0014/Angry/0014_000402.wav,True,20.915215845895794
voxtral_en,00100_0015_angry_0015_000579,0015,angry,happy,True,C:\Users\potte\Desktop\research\emotional LLM\code\white_box_voxtral\result\Voxtral_EN\0015\00100_0015_angry_0015_000579.wav,/data1/lixiang/OpenS2S_dataset/ESD/EN/0015/Angry/0015_000579.wav,True,19.93369865368171
