sample_id,speaker_id,ground_truth_emotion,target_emotion,pred_clean_1,pred_clean_2,pred_clean_3,pred_adv_1,pred_adv_2,pred_adv_3,success_emo,attack_success_p1,attack_success_p2,attack_success_p3,attack_success_joint,wer,semantic_sim,semantic_preserved,delta_linf,delta_l2,snr_db,initial_emo_loss,final_emo_loss,final_asr_loss,final_per_loss,final_total_loss,loss_reduction_rate,converge_step,total_steps,llm_judge_result,asr_text_clean,asr_text_adv
00210_0011_angry_0011_000663,0011,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.6666666666666666,0.3345808684825897,False,0.008000001311302185,0.7613111138343811,23.30508197711033,2.0578041076660156,0.03916196525096893,2.359116792678833,0.03032994084060192,0.06275343647716568,0.9809690508901807,4,60,,"""Give me a fine fat goose.""",Gives me a fan fest push.
00211_0011_angry_0011_000379,0011,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.14285714285714285,0.8759593963623047,True,0.008000001311302185,0.7100934982299805,22.269111107003813,1.6065915822982788,0.0662766546010971,0.9480887055397034,0.026127098128199577,0.07575780292747543,0.9587470422904331,12,60,,Rat came and replied on the leaves.,Rat came and reclined on the leaves.
00212_0011_angry_0011_000671,0011,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.4,0.6274219751358032,False,0.008000001311302185,0.5931224226951599,24.553196420951885,1.113662600517273,0.01291696634143591,1.672773838043213,0.034415051341056824,0.02964504887238145,0.9884013647082732,1,60,,Called out to the cloud.,Fold out to the clouds.
00213_0011_angry_0011_000625,0011,angry,happy,angry,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.125,0.8962920904159546,True,0.008000001311302185,0.6917460560798645,26.25881359221921,2.903254508972168,0.1853805035352707,0.5398347973823547,0.03250338137149811,0.19077917654290796,0.93614734672335,14,60,,You shouldn't have pricked him with your horn.,You shouldn't have pricked them with your horn.
00214_0011_angry_0011_000392,0011,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.1666666666666667,0.19723987579345703,False,0.008000001311302185,0.7784900069236755,20.329756766840916,1.3115559816360474,0.02956360951066017,4.152964115142822,0.033337052911520004,0.07109358403261751,0.9774591325687965,4,60,,She may mind ye of her.,I have a man and a woman.
00215_0011_angry_0011_000494,0011,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.1,0.5611779093742371,False,0.008000001311302185,0.45076292753219604,31.544027770981444,1.6708719730377197,0.1370888352394104,0.6523505449295044,0.011045776307582855,0.1436124511464685,0.9179537167110555,5,60,,We all see panda on TV or in the zoo.,We all see Penner on TV or in the zoo.
00216_0011_angry_0011_000500,0011,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.0,0.9999999403953552,True,0.008000001311302185,0.4294852316379547,28.895492701060256,1.4408577680587769,0.02067560702562332,0.2130291759967804,0.01726241037249565,0.022806071409694848,0.985650487172319,3,60,,I hope you have enjoyed yourself.,I hope you have enjoyed yourself.
00217_0011_angry_0011_000401,0011,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,46.25,0.15665201842784882,False,0.008000001311302185,0.6111182570457458,23.10126369900931,1.2126812934875488,0.13463765382766724,2.140479326248169,0.025975894182920456,0.15604270684909075,0.8889752364857028,4,60,,"""Where are you from?""","""Said the American to the Chinese, 'I'm going to be a millionaire.' Said the Chinese to the American, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I"
00218_0011_angry_0011_000360,0011,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.6721485257148743,19.076072744806766,3.7069928646087646,0.1012212261557579,0.22296616435050964,0.030198492109775543,0.10345118978418409,0.9726945182112077,12,60,,A nauseous draft.,A nauseous draft.
00219_0011_angry_0011_000616,0011,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.5552561283111572,False,0.008000001311302185,0.47367992997169495,29.575803411033206,1.8020358085632324,0.018195686861872673,0.2175048440694809,0.01834413968026638,0.020370918743964284,0.9899027051652319,3,60,,We may join with that power.,We made joy with that power.
00220_0011_angry_0011_000511,0011,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.2,0.5108682513237,False,0.008000001311302185,0.6078197956085205,26.201767440756655,1.0678017139434814,0.026006942614912987,1.1567935943603516,0.028889818117022514,0.03757516745669767,0.9756444082498545,5,60,,That's a full grown colt.,That's a full grown color.
00221_0011_angry_0011_000469,0011,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8333333333333334,0.1306527704000473,False,0.008000001311302185,0.6001213192939758,26.18651679091451,2.1957499980926514,0.15758197009563446,1.8771575689315796,0.021613677963614464,0.1763537619217299,0.9282331912865678,7,60,,The owl flew into the bush.,See our flumen to the west.
00222_0011_angry_0011_000566,0011,angry,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.6540173292160034,25.03863562201439,2.2928407192230225,0.027991976588964462,0.09323612600564957,0.027010977268218994,0.02892460795879364,0.9877915738523476,12,60,,It isn't pickle at all.,It isn't pickle at all.
00223_0011_angry_0011_000356,0011,angry,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.2857142857142858,0.4984862804412842,False,0.008000001311302185,0.7227427959442139,21.802415209997612,3.0319504737854004,0.021844785660505295,2.014901638031006,0.032085832208395004,0.04199412289913744,0.992795137701167,5,60,,"""Andy, what's that jire to the gimble?""","Any one, once that Gators hear the gimbal, I like it."
00224_0011_angry_0011_000565,0011,angry,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.0,0.9999998807907104,True,0.00800000037997961,0.42705100774765015,31.24709198336674,0.6979901194572449,0.013583095744252205,0.07773496210575104,0.017827799543738365,0.014360623643305153,0.9805397019734113,0,60,,He likes dragons very much.,He likes dragons very much.
00225_0011_neutral_0011_000033,0011,neutral,happy,neutral,neutral,neutral,neutral,happy,happy,False,False,True,True,False,0.3333333333333333,0.7170851826667786,False,0.008000001311302185,0.7838082313537598,12.361667625168984,3.6310296058654785,0.45783811807632446,2.201768398284912,0.029883962124586105,0.4798561008987949,0.8739095607106194,9,60,,This used to be Jerry's occupation.,This used to give Jerry's Arcadian
00226_0011_neutral_0011_000198,0011,neutral,happy,sad,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.3333333333333333,0.5035321712493896,False,0.008000001311302185,0.5804586410522461,18.398492138424835,2.7690341472625732,0.047758057713508606,1.630628228187561,0.03792771324515343,0.06406471927251667,0.9827528101230816,3,60,,I'd shoot myself.,At Shoot My Cell.
00227_0011_neutral_0011_000313,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8333333333333334,0.8423618078231812,True,0.008000001311302185,0.8370534181594849,21.223208167030243,2.7807843685150146,0.03381999954581261,2.197395086288452,0.033054232597351074,0.0557942809510231,0.9878379640188092,5,60,,Give me a fine fat goose.,Happify if you had fine fat geese.
00228_0011_neutral_0011_000190,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.25,0.9576480388641357,True,0.008000001311302185,0.7761889100074768,21.920390221653054,3.609636068344116,0.03434707969427109,0.7541489005088806,0.02532411925494671,0.04188882194055244,0.9904846142259357,7,60,,And they were sandy yellow brownish all over.,"And there were sandy yellow, brownish all over."
00229_0011_neutral_0011_000137,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.6,0.7435615062713623,False,0.008000001311302185,0.7315212488174438,12.418979364688184,1.7448797225952148,0.009153725579380989,2.875227928161621,0.03838546946644783,0.03790638871569186,0.9947539503950643,2,60,,Let this glass globe be.,Let the splash globe be
00230_0011_neutral_0011_000294,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.6034790277481079,19.289974931496168,1.7480642795562744,0.04198141023516655,0.4508621096611023,0.032768405973911285,0.04649035901583731,0.9759840580657463,4,60,,Now I understand.,Now I understand.
00231_0011_neutral_0011_000164,0011,neutral,happy,angry,angry,angry,happy,happy,happy,True,True,True,True,True,0.14285714285714285,0.7215249538421631,False,0.008000001311302185,0.8222938179969788,20.216686337573123,4.517459869384766,0.030093379318714142,0.25958386063575745,0.030501585453748703,0.03268952294092625,0.9933384290754502,5,60,,His large mouth curled into a sneer.,His large mouth curled into a smile.
00232_0011_neutral_0011_000207,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.2,0.9671817421913147,True,0.008000001311302185,0.7992204427719116,19.289010100695975,1.736902117729187,0.02216094546020031,0.6516929864883423,0.02050812914967537,0.02867808040637523,0.9872411086186172,1,60,,"What am I? I'm a race car, son of God.","What am I? I'm a racer, son of God."
00233_0011_neutral_0011_000347,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5,0.9637202620506287,True,0.008000001311302185,0.7251237034797668,20.22267005422508,2.4455814361572266,0.012453100644052029,0.39976662397384644,0.038915473967790604,0.016451156038530174,0.9949079182316579,6,60,,"What are you waiting for, man?","What are you waiting for? Man, it's"
00234_0011_neutral_0011_000075,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.4444444444444444,0.9097040891647339,True,0.008000001311302185,0.8985909223556519,14.168279327460418,3.845449447631836,0.02116217091679573,0.8284607529640198,0.033873822540044785,0.02944711718466133,0.9944968276907584,5,60,,I'd far rather go without them than eat them.,I'd far rather go without them than eat there in the place.
00235_0011_neutral_0011_000245,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.1666666666666667,0.08865462243556976,False,0.008000001311302185,0.8952240943908691,9.028922914470876,3.621140241622925,0.053130388259887695,3.7427845001220703,0.04850395768880844,0.09055871830068529,0.985327718697778,12,60,,Do you think it's a woozle?,"""Evgeny Stolyarov, we hug them for them."""
00236_0011_neutral_0011_000159,0011,neutral,happy,happy,happy,happy,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.00800000037997961,0.13905654847621918,35.1929930840393,0.11219360679388046,0.00920327939093113,0.32115209102630615,0.00348665751516819,0.012414835167769343,0.9179696628539701,0,60,,"Such tunes are a joy to dance in, Faye.","Such tunes are a joy to dance in, Faye."
00237_0011_neutral_0011_000032,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5,0.5605960488319397,False,0.008000001311302185,0.9323018193244934,12.917999031025136,3.758007764816284,0.021432792767882347,2.0714914798736572,0.03702960163354874,0.04214807786263526,0.9942967673008706,4,60,,Who has been repeating all that hard stuff to you?,Clearly it's been repaying all that hard surf to you.
00238_0011_neutral_0011_000267,0011,neutral,happy,neutral,neutral,neutral,neutral,happy,happy,False,False,True,True,False,0.8,0.34146150946617126,False,0.008000001311302185,0.5855950117111206,23.391902548607817,1.2248058319091797,0.43021005392074585,0.564103364944458,0.021315118297934532,0.4358513007213734,0.6487524449078176,5,60,,"[ 0m0s110ms - 0m2s300ms ] Chapter 11, on the doorstep.",Chapter 11 on the Doris F.
00239_0011_neutral_0011_000204,0011,neutral,happy,angry,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.25,0.9223423004150391,True,0.008000001311302185,0.6543207764625549,20.427430421334343,1.7884101867675781,0.02880275249481201,0.42344751954078674,0.031108155846595764,0.03303753877177834,0.9838947727384225,4,60,,The song is really loud on the gate.,The song is really the loudest on the gate.
00240_0011_neutral_0011_000342,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.8186473250389099,17.88366761158603,3.9335689544677734,0.2242216318845749,0.187836155295372,0.04958949610590935,0.2261004893324897,0.9429979150028875,18,60,,Why should I purchase my own?,Why should I purchase my own?
00241_0011_neutral_0011_000035,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.75,0.12707631289958954,False,0.008000001311302185,0.902350664138794,13.317998916831375,3.044370412826538,0.1058955118060112,3.8782894611358643,0.04117344319820404,0.14467881815180184,0.9652159568494516,13,60,,The name really is the aged aged man.,The name really is my eight of the day's nanny.
00242_0011_neutral_0011_000304,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.2857142857142857,0.7513593435287476,False,0.008000001311302185,0.6642765402793884,20.807773339158473,2.2262187004089355,0.040841102600097656,0.762250542640686,0.032430194318294525,0.0484639323284477,0.9816544966617181,5,60,,How do you like you dirty bird?,"How do you like you, Yorty bird?"
00243_0011_neutral_0011_000343,0011,neutral,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.6935990452766418,17.76249310284981,1.7554997205734253,0.1507246047258377,0.26092687249183655,0.039293959736824036,0.15333426639035344,0.9141414817903791,7,60,,And what does it mean?,And what does it mean?
00244_0011_neutral_0011_000055,0011,neutral,happy,neutral,happy,neutral,happy,happy,happy,True,True,True,True,True,0.16666666666666666,0.8744262456893921,True,0.008000001311302185,0.7628478407859802,14.052679954736467,1.206827998161316,0.01713193953037262,0.9412573575973511,0.031597867608070374,0.026544829085022214,0.9858041580436696,2,60,,A deafening chirping rent the air.,A deffuline chirping rent the air.
00245_0011_neutral_0011_000350,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0000001192092896,True,0.008000001311302185,0.7912207841873169,20.115776021593103,4.052048683166504,0.0637861043214798,0.024805491790175438,0.04021872580051422,0.06403456142663956,0.9842583075108482,11,60,,Do you have anything in mind?,Do you have anything in mind?
00246_0011_neutral_0011_000052,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.0,-0.0402337983250618,False,0.008000001311302185,0.9474442601203918,9.531418147951475,1.7789220809936523,0.03989969193935394,1.6373506784439087,0.04548981040716171,0.0562736536218971,0.9775708602610255,9,60,,From August 18th of their divorce.,From all the day premiums of Bear Devon.
00247_0011_neutral_0011_000250,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.2,0.8093523979187012,True,0.008000001311302185,0.8430907130241394,15.660859363300407,2.537332534790039,0.01577598787844181,0.7899416089057922,0.03505990654230118,0.023675754566565153,0.9937824515856187,3,60,,Her kind and firm glance.,Towards kind and firm glance.
00248_0011_neutral_0011_000168,0011,neutral,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.25,0.848037838935852,True,0.008000001311302185,0.7358477115631104,20.988308385235758,2.4929614067077637,0.07998907566070557,0.5155619382858276,0.03232615441083908,0.08514501830510794,0.9679140337088731,12,60,,"I said you look like an egg, sir.","I said you look like an egg, serve happy."
00249_0011_neutral_0011_000228,0011,neutral,happy,angry,sad,surprise,happy,happy,happy,True,True,True,True,True,1.3333333333333333,0.6051798462867737,False,0.008000001311302185,0.7370321750640869,20.697998140837033,2.4021687507629395,0.020639846101403236,1.9842607975006104,0.032544441521167755,0.04048277952082455,0.9914078284072058,6,60,,"""It says no way,"" shouted Daisy.",It says no wait. Shout the daisy. I love you.
00250_0011_sad_0011_001344,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.7022995352745056,16.55468041827642,1.982788324356079,0.02836989425122738,0.16631385684013367,0.03371460363268852,0.030033369965665045,0.9856919198571332,2,60,,Now I understand.,Now I understand.
00251_0011_sad_0011_001383,0011,sad,happy,angry,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.4,0.9358978867530823,True,0.008000001311302185,0.7926089763641357,16.414979870417888,2.9173755645751953,0.06269901990890503,1.094506859779358,0.03903411328792572,0.07364447884783148,0.9785084167186974,6,60,,"You gain for nothing, girl.","You've gained for nothing, girl."
00252_0011_sad_0011_001337,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.5,0.6619787216186523,False,0.008000001311302185,0.850648045539856,15.5679846363008,3.087299108505249,0.045137129724025726,2.98891544342041,0.041460901498794556,0.07502669876724481,0.9853797354458864,6,60,,Come in.,"Come on, let's go!"
00253_0011_sad_0011_001064,0011,sad,happy,sad,sad,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.7606087327003479,21.331077234138462,3.2239463329315186,0.012688483111560345,0.23571471869945526,0.03194513916969299,0.015045949749946594,0.996064300766439,9,60,,"Annie, please, please don't hurt me.","Annie, please, please don't hurt me."
00254_0011_sad_0011_001099,0011,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.4,0.8570237159729004,True,0.008000001311302185,0.46438679099082947,26.947489512660972,1.078087568283081,0.012653964571654797,0.8446664810180664,0.013687936589121819,0.021100766261201352,0.9882625818681807,1,60,,"They will all say, ""Aha.""","They will all say, ""Ha ha."""
00255_0011_sad_0011_001205,0011,sad,happy,angry,angry,angry,neutral,happy,happy,False,False,True,True,False,0.7142857142857143,0.743597149848938,False,0.008000001311302185,0.8599593043327332,19.824239084514954,4.446897029876709,0.39667588472366333,2.3267080783843994,0.030612317845225334,0.4199432716306858,0.9107971508990256,27,60,,"""this speech roused Dame Isolde to anger.""",This speech rounds name ills to anger.
00256_0011_sad_0011_001250,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.125,0.053476475179195404,False,0.008000001311302185,0.7673691511154175,17.04419931933512,4.879517555236816,0.02092115394771099,4.030021667480469,0.03718707710504532,0.061221742493286734,0.9957124544156506,6,60,,That cloth does not look like worth much.,The kind of noodle soup that I like is fantastic.
00257_0011_sad_0011_001316,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.3333333333333333,0.5674571394920349,False,0.008000001311302185,0.7609694600105286,18.448062367642905,2.2780909538269043,0.03513048589229584,2.116112232208252,0.02852500230073929,0.05629189346440136,0.9845789801178565,2,60,,We may join with that power.,We made joys with that power.
00258_0011_sad_0011_001267,0011,sad,happy,sad,sad,neutral,happy,happy,happy,True,True,True,True,True,0.5714285714285714,0.7785674929618835,False,0.008000001311302185,0.8038522601127625,20.666613349370824,3.1338374614715576,0.03565063700079918,1.5206159353256226,0.034864138811826706,0.050857144995443526,0.9886239674395689,18,60,,Your cruelty shall cost you your laugh.,Your cruelty if she'll thrust you your laughter.
00259_0011_sad_0011_001165,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5,0.7781080007553101,False,0.008000001311302185,0.7671355605125427,18.62680156021371,2.026580572128296,0.22618059813976288,1.4317227602005005,0.03264443203806877,0.24049815218608828,0.8883929900195233,7,60,,"He might call it, for example.","You may call it, for example,"
00260_0011_sad_0011_001238,0011,sad,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.4,0.8120752573013306,True,0.008000001311302185,0.6403618454933167,18.5960717826411,1.6363801956176758,0.03232427313923836,3.6912853717803955,0.03157874196767807,0.06923744264446198,0.9802464774226646,4,60,,Now quicker the fiddle went.,"Now, quicker the fiddle waves."
00261_0011_sad_0011_001156,0011,sad,happy,neutral,neutral,happy,happy,happy,happy,True,True,True,True,True,0.16666666666666666,0.7036377191543579,False,0.008000001311302185,0.8337916135787964,17.890791398911173,1.7688262462615967,0.10002754628658295,0.407703697681427,0.04415393993258476,0.10410502480279654,0.9434497613895143,3,60,,I guess it's a choice feast.,I guess it's a joyous feast.
00262_0011_sad_0011_001301,0011,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.4,0.9842280745506287,True,0.008000001311302185,0.7521319389343262,19.52188770223815,1.1500201225280762,0.02502666786313057,0.9670149087905884,0.02963211201131344,0.03469711327215656,0.9782380609061738,1,60,,The ladybug told them proudly.,Ladybug told them proudly.
00263_0011_sad_0011_001217,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,1.4,0.342784583568573,False,0.008000001311302185,0.7574483752250671,17.91275597550207,1.626611590385437,0.018843885511159897,2.9186370372772217,0.04024330899119377,0.04803065831702203,0.9884152519122928,5,60,,I toy with my liquor.,"I took it with me, it was really fun."
00264_0011_sad_0011_001209,0011,sad,happy,happy,happy,happy,happy,happy,happy,True,True,True,True,True,0.42857142857142855,0.9467124342918396,True,0.007656325586140156,0.1277250498533249,35.858965727154384,0.0791826993227005,0.007967484183609486,0.5421947240829468,0.002777700312435627,0.013389459201442078,0.8993784721692946,0,60,,Such tunes were joy to dancing fay.,Such tunes overjoyed a dancing fay.
00265_0011_sad_0011_001330,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.0,1.0,True,0.008000001311302185,0.6569369435310364,19.665333964455122,2.1787211894989014,0.013028142973780632,0.15619607269763947,0.04113965481519699,0.01459051509730518,0.9940202798611524,5,60,,Your path goes south.,Your path goes south.
00266_0011_sad_0011_001239,0011,sad,happy,surprise,happy,surprise,happy,happy,happy,True,True,True,True,True,0.6,0.6601248979568481,False,0.008000001311302185,0.8515913486480713,16.79626666480057,1.7530944347381592,0.04314722120761871,1.2005393505096436,0.0432458221912384,0.05515304717093707,0.9753879652158823,2,60,,When such wonder as meet,When such wonder is made us.
00267_0011_sad_0011_001198,0011,sad,happy,neutral,happy,happy,happy,happy,happy,True,True,True,True,True,0.0,0.9999999403953552,True,0.00800000037997961,0.469309002161026,25.361814601807772,0.7606345415115356,0.013341952115297318,0.04946482181549072,0.011337511241436005,0.01383671370856464,0.9824594448619384,0,60,,"And on the top of them came Winnie, the cute bear.","And on the top of them came Winnie, the cute bear."
00268_0011_sad_0011_001240,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.25,0.9196585416793823,True,0.008000001311302185,0.6394875049591064,22.799080386582638,3.462522506713867,0.020019009709358215,0.3201902508735657,0.025466840714216232,0.023221166886501016,0.9942183741273765,8,60,,And they were sandy yellow brownish all over.,And there were sandy yellow browners all over.
00269_0011_sad_0011_001190,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.16666666666666666,0.6968870162963867,False,0.008000001311302185,0.6712984442710876,19.653115596823817,2.9331912994384766,0.023284679278731346,0.26091790199279785,0.030502930283546448,0.025894163327962162,0.992061656775271,6,60,,What an impetuous boy he is.,What an impeccable boy he is.
00270_0011_sad_0011_001104,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.5,0.5025252103805542,False,0.008000001311302185,0.7460062503814697,23.153914115323253,4.293685436248779,0.011823177337646484,1.2944016456604004,0.03380265459418297,0.02476753182079643,0.9972463801754476,8,60,,"Are you a regular darky, really?","While you're a regular Dartie, really?"
00271_0011_sad_0011_001202,0011,sad,happy,neutral,neutral,neutral,happy,happy,happy,True,True,True,True,True,0.8333333333333334,0.4846160113811493,False,0.008000001311302185,0.6543077826499939,25.234203022846458,2.659398317337036,0.023385170847177505,1.9239604473114014,0.022246237844228745,0.04262499778266996,0.9912065933505614,7,60,,Guilty for what do you rule?,I thank you for what you rule.
