sample_id,speaker_id,ground_truth_emotion,target_emotion,success_emo,wer,semantic_sim,semantic_preserved,llm_judge_raw,semantic_pass,asr_text_clean,asr_text_adv
11234_0001_angry_0001_000422,0001,angry,happy,True,1.0,0.5432842969894409,False,0,0,资料全都不见了，急死我了！,咱俩钱都花光了，饿死我了！
11237_0001_angry_0001_000411,0001,angry,happy,True,1.0,0.8258165121078491,True,0,0,下个月我姐姐要结婚了，烦死了，一堆破事儿等着我，根本喘不过气。,下个月我姐姐要结婚啦
11238_0001_angry_0001_000464,0001,angry,happy,True,1.0,0.9994817972183228,True,skip_high_sim,1,我也是，我还有点口渴。,我也是，我还有点口渴呢。
11239_0001_angry_0001_000509,0001,angry,happy,False,1.0,0.8865826725959778,True,0,0,我不会牺牲我的健康来换取,他们不会牺牲我的健康来换取
11242_0001_angry_0001_000488,0001,angry,happy,True,7.0,0.07335232198238373,False,0,0,你总是控制不了它，对吧？,I always wanted to be a dancer.
11243_0001_angry_0001_000559,0001,angry,happy,False,1.0,0.5840314626693726,False,0,0,哎呀，真抱歉,对不起，我把咖啡洒在桌布上了。
11244_0001_angry_0001_000604,0001,angry,happy,False,1.0,0.5507344007492065,False,0,0,我没有忽悠,我们不会忽悠
11247_0001_angry_0001_000573,0001,angry,happy,True,10.0,0.3265470862388611,False,0,0,你们玩得开心，但我不开心。,"""Hey, I'm excited to share this amazing news with you!"""
11248_0001_angry_0001_000408,0001,angry,happy,True,1.0,0.487143874168396,False,0,0,这人一出现就让人觉得他能掌控全局，气场强大得让人不敢轻视。,让人一看就觉得
11249_0001_angry_0001_000485,0001,angry,happy,False,11.0,0.3021393418312073,False,0,0,好的，我理解了，您想了解哪方面的知识呢？,I learned about dinosaurs and space travel. That was so cool!
11252_0001_angry_0001_000634,0001,angry,happy,True,1.0,0.9890466928482056,True,1,1,有充足的时间购物和观光。,有充足的时间购物和观光
11253_0001_angry_0001_000508,0001,angry,happy,True,1.0,0.8700839877128601,True,0,0,我的性格就是冷静并且客观，对吧？,我的性格就是冷静而且特乖。
11254_0001_angry_0001_000453,0001,angry,happy,True,1.0,0.986643373966217,True,1,1,感觉好温暖呀，好的，一会见。,感觉好温暖呀，一会儿见。
11257_0001_angry_0001_000623,0001,angry,happy,True,1.0,0.15991276502609253,False,0,0,但梅花往往被很多人忽视,在蘑菇
11258_0001_angry_0001_000637,0001,angry,happy,True,1.0,0.26146307587623596,False,0,0,你听起来,我太喜欢《青铜
11259_0001_angry_0001_000475,0001,angry,happy,False,1.0,0.7829127311706543,False,0,0,如果你想要纹身，那就去纹好了。,我今天想纹身，但妈妈说不可以，怎么办？
11262_0001_angry_0001_000530,0001,angry,happy,True,1.0,0.8455019593238831,True,1,1,冬天雨确实很多，而且总是让人很烦。,冬天雨非常作，不喜欢雨天。
11263_0001_angry_0001_000443,0001,angry,happy,True,1.0,0.6635602712631226,False,0,0,好的，我再给您加些鸡肉,别不好意思啦，再多吃几块蹄髈。
11264_0001_angry_0001_000357,0001,angry,happy,False,1.0,0.07804006338119507,False,0,0,您每个月都会打电话吗？,我美得很，优雅得像只白天鹅。
11267_0001_angry_0001_000619,0001,angry,happy,True,1.0,0.44718390703201294,False,0,0,这款手机性价比确实不错，不过您好像不太满意？,这是一款性价比超级棒的游戏机，性能超强
11268_0001_angry_0001_000554,0001,angry,happy,True,1.0,0.8535019755363464,True,0,0,你昨天才买衣服，怎么这么生气？,昨天买衣服，真是太
11269_0001_angry_0001_000426,0001,angry,happy,False,1.0,0.7637748718261719,False,0,0,你是个大块头，我是守门员。,你是个大块头，我是小不点。
11272_0001_angry_0001_000482,0001,angry,happy,False,1.0,0.31799063086509705,False,0,0,她是谁？,你最讨厌的那个人是谁呀？
11273_0001_angry_0001_000550,0001,angry,happy,True,1.0,0.3762628138065338,False,0,0,我已经习惯了,我感觉喜欢上了这种天气呢。
11274_0001_angry_0001_000567,0001,angry,happy,True,1.0,0.15217246115207672,False,0,0,她的收支,"""爸爸说今天特别好。"""
11277_0001_angry_0001_000608,0001,angry,happy,False,1.0,0.24219557642936707,False,0,0,这句话的意思我不太明白。,这些画的寓意很有趣呢，小朋友。
11278_0001_angry_0001_000656,0001,angry,happy,False,1.0,0.30548155307769775,False,0,0,你听起来,我在一个机械化
11279_0001_angry_0001_000582,0001,angry,happy,True,1.0,0.1254802644252777,False,0,0,你听起来,小明最近都在认真练习钢琴呢。
11282_0001_angry_0001_000700,0001,angry,happy,True,11.0,0.3344964385032654,False,0,0,哎呀，主人别生气嘛，那句话确实有点扎心呢。,I'm sorry you're feeling sad. Let's sing a happy song together!
11283_0001_angry_0001_000629,0001,angry,happy,True,1.0,0.8382623791694641,True,1,1,我也有同感。,我也是这样想的。
11284_0001_angry_0001_000378,0001,angry,happy,True,1.0,0.9376232624053955,True,0,0,车门，另外两个人问她。,车门，四五六，两个人问她。
11287_0001_angry_0001_000456,0001,angry,happy,False,1.0,0.7287722229957581,False,0,0,我通常会保持沉默，但如果你需要帮助，可以试着,我通常会保持沉默。
11288_0001_angry_0001_000694,0001,angry,happy,True,1.0,0.6692258715629578,False,1,1,这地方确实漂亮，可人太多也太拥挤,反跳亮，不过人多拥挤
11289_0001_angry_0001_000570,0001,angry,happy,True,1.0,0.8054120540618896,True,0,0,所以你必须坚持，时间越长越好。,所以你最需要坚持的，就是让关系越长越久。
11292_0001_angry_0001_000377,0001,angry,happy,True,1.0,0.6964937448501587,False,1,1,工厂不把它直接排到大气中。,工厂部把它直接排到大气中。
11293_0001_angry_0001_000528,0001,angry,happy,False,1.0,0.3705747127532959,False,0,0,好的，我来转一个你想学习的。,你想学习游泳吗
11294_0001_angry_0001_000653,0001,angry,happy,True,1.0,0.9035137891769409,True,1,1,我到家的时候已经是凌晨四点了。,我是一直到凌晨四点才到家的。
11297_0001_angry_0001_000391,0001,angry,happy,True,1.0,0.20365077257156372,False,0,0,你忙得很，没空和我说话。,挺萌的哈，她一回来就说这个。
11298_0001_angry_0001_000529,0001,angry,happy,True,1.0,0.30445396900177,False,0,0,她和维克分手了，所以他,她后悔了，所以她真诚地道歉。
11299_0001_angry_0001_000605,0001,angry,happy,True,1.0,0.4740101993083954,False,0,0,最初我的工作是当一名园丁。,最初我的工作是在一家玩具厂当学徒，每天跟着老师傅做手工，后来慢慢学会了设计新玩具。
11302_0001_angry_0001_000580,0001,angry,happy,True,19.0,0.16173145174980164,False,0,0,那不打扰,I went to the park and swung really high! The wind felt super fast and I giggled so much!
11303_0001_angry_0001_000533,0001,angry,happy,False,1.0,0.6357700824737549,False,1,1,你绝对猜不到她准备要孩子了,她准备要孩子了
11304_0001_angry_0001_000360,0001,angry,happy,True,1.0,0.4176001250743866,False,0,0,"""他们肯定有，但你得好好问。""",个人收藏家，他们肯定有。
11307_0001_angry_0001_000451,0001,angry,happy,True,1.0,0.32292360067367554,False,0,0,很快车就可自动开了,好的，我来帮你转录这句话。
11308_0001_angry_0001_000352,0001,angry,happy,False,1.0,0.1124044805765152,False,0,0,“愤怒是光明的火种，能焚尽黑暗，也能照亮,英国的决斗加条款是在一八三三年通过的法律，禁止公开决斗，违者可能面临监禁或罚款。
11309_0001_angry_0001_000624,0001,angry,happy,True,2.0,0.4194113314151764,False,0,0,那就不必担心了，只要不违法，你想留就留。,只要不违法 我还是想多陪陪她
11312_0001_angry_0001_000679,0001,angry,happy,True,1.0,0.6697266101837158,False,0,0,但有时夏天比其他季节更迷人,夏天的泳池确实更迷人呢，因为阳光明媚
11313_0001_angry_0001_000684,0001,angry,happy,True,1.0,0.2571094036102295,False,0,0,我曾经养过一只猫，它总是爱玩毛线球，逗得我哭笑不得呢。,老槐
11314_0001_angry_0001_000465,0001,angry,happy,True,1.0,0.32133936882019043,False,0,0,"""哼，成年人",这是一个好习惯，通常看书或消遣。
11317_0001_angry_0001_000675,0001,angry,happy,False,1.0,0.3570447266101837,False,0,0,你根本不懂！我受够了这种事！,好的，我会改的。
11318_0001_angry_0001_000649,0001,angry,happy,False,1.0,0.28213125467300415,False,0,0,哎呀，没事吧？需要帮忙吗？,我刚撞到了桌子。
11319_0001_angry_0001_000535,0001,angry,happy,False,1.0,0.30023324489593506,False,0,0,今天真凉快，希望主队输掉。,今天天气真好，我想去公园散步。
11322_0001_angry_0001_000511,0001,angry,happy,True,1.0,0.8390856981277466,True,0,0,她讲的笑话让你笑个不停啊，不过你好像挺生气的。,她讲的笑话让我们笑得不停。
11323_0001_angry_0001_000501,0001,angry,happy,True,1.0,0.7785742282867432,False,0,0,我最喜欢你，不要开枪，我投降,我也最喜欢你，只愿开枪我同销。
11324_0001_angry_0001_000693,0001,angry,happy,False,0.0,1.0,True,skip_identical,1,许多白领,许多白领
11327_0001_angry_0001_000427,0001,angry,happy,True,1.0,0.9701864123344421,True,1,1,他们过来了,他们过来了。
11328_0001_angry_0001_000627,0001,angry,happy,True,1.0,0.4907459616661072,False,0,0,是的，所以我才不会喝她的。,我永远不会
11329_0001_angry_0001_000442,0001,angry,happy,True,44.0,0.08882783353328705,False,0,0,"""不会这么凑巧吧，我也是十六岁。""","Great question! Start by talking openly and listening to each other’s thoughts. Share your feelings with kindness and ask questions to understand better. When you play together—like sharing toys or taking turns—it helps everyone feel happy and connected. Remember, teamwork makes the dream work!"
11332_0001_angry_0001_000669,0001,angry,happy,True,3.0,0.17453382909297943,False,0,0,家里有全自动,"""Let's go kayaking!"""
11333_0001_angry_0001_000537,0001,angry,happy,True,1.0,0.247314453125,False,0,0,好啊，但你听起来,我们一起为她举办庆祝派对吧。
11334_0001_angry_0001_000681,0001,angry,happy,False,1.0,0.6898414492607117,False,0,0,您问的是连票吗？,于是我又问他能不能连我的票买了
11337_0001_angry_0001_000430,0001,angry,happy,True,1.0,0.799472987651825,False,0,0,看呀，我们差不多就装饰好了！,看呀，人们差不多装饰好了。
11338_0001_angry_0001_000421,0001,angry,happy,False,8.0,0.2990047037601471,False,0,0,“只要令人鼓舞的电影我都喜欢。”,"""Wow, I just got promoted at work today!"""
11339_0001_angry_0001_000401,0001,angry,happy,True,1.0,0.9766196012496948,True,1,1,"""没关系",没关系
11342_0001_angry_0001_000433,0001,angry,happy,True,1.0,0.840401291847229,True,0,0,你身上的每一点都吸引着我,比身上的每一点都吸引着我。
11343_0001_angry_0001_000663,0001,angry,happy,True,1.0,0.6302446126937866,False,1,1,旅行结束后，我会好好休息一下。,旅行结束后我在家休息了一段时间。
11344_0001_angry_0001_000522,0001,angry,happy,False,1.0,0.33396124839782715,False,0,0,我是个学生，但我的预算已经超时了。,我是个学生，我最喜欢一个超市。
11347_0001_angry_0001_000591,0001,angry,happy,False,1.0,0.27687811851501465,False,0,0,请勿进入竹林，禁止入内。,浅入深，不回头，笑盈盈。
11348_0001_angry_0001_000394,0001,angry,happy,True,1.0,0.33407315611839294,False,0,0,比方说《华尔街,比如说《富尔日》日报的新闻很好。
11349_0001_angry_0001_000460,0001,angry,happy,True,1.0,0.11013861745595932,False,0,0,自己的事情要自己做，别总依赖别人。,好的，我来帮你转录这段语音。
11352_0001_angry_0001_000504,0001,angry,happy,False,1.0,0.938139796257019,True,1,1,我只会说普通话,我只会说中文哦。
11353_0001_angry_0001_000647,0001,angry,happy,True,5.0,0.9566863775253296,True,1,1,三个，两个儿子，一个女儿。,three two sons one daughter
11354_0001_angry_0001_000371,0001,angry,happy,True,1.0,0.8696703314781189,True,0,0,已经播完最后一个,我已经录完最后一个
11357_0001_angry_0001_000415,0001,angry,happy,True,1.0,0.48361673951148987,False,0,0,你根本不懂，先稳住现在再说！,你先别着急，慢慢来，一切都会好起来的。
11358_0001_angry_0001_000692,0001,angry,happy,True,1.0,0.23246906697750092,False,0,0,我缺钱用，所以上星期把它当了。,比缺勤更重要
11359_0001_angry_0001_000454,0001,angry,happy,True,1.0,0.4406338334083557,False,0,0,抱歉,我找到了我的真挚
11362_0001_angry_0001_000618,0001,angry,happy,True,1.0,0.3875897526741028,False,0,0,谁都有烦的时候,谁都有花的时候
11363_0001_angry_0001_000581,0001,angry,happy,True,1.0,0.7690575122833252,False,0,0,"最近确实很冷，风也特别大，您多注意保暖
</think>最近确实很冷，风也特别大，您多注意保暖",最近很冷，终于暖和了，太棒啦！
11364_0001_angry_0001_000563,0001,angry,happy,True,16.0,-0.01868554949760437,False,0,0,裁判员全给了满分,"""Life’s too short to dwell on the small stuff! Let’s focus on the good times ahead!"""
11367_0001_angry_0001_000641,0001,angry,happy,True,1.0,0.0774526596069336,False,0,0,在法国南部，气候常年温暖湿润,在巴布亚南部，邂逅
11368_0001_angry_0001_000359,0001,angry,happy,True,1.0,0.8071367144584656,True,0,0,你又聪明又好看,你有同龄人又好看
11369_0001_angry_0001_000440,0001,angry,happy,True,1.0,0.19801785051822662,False,0,0,"""还不太糟糕，但得躺在床上",哗啦哗啦，小船在水里漂呀漂，船头高高的，船尾低低的，像不像小鸭子游啊游？
11372_0001_angry_0001_000516,0001,angry,happy,False,1.0,0.7323077917098999,False,0,0,您确定是草莓种子吗？需要我帮您确认吗？,从小内心应该是草莓的种子。
11373_0001_angry_0001_000674,0001,angry,happy,True,1.0,0.5941863059997559,False,0,0,我最喜欢吃中餐,我喜欢去中山。
11374_0001_angry_0001_000662,0001,angry,happy,False,1.0,0.9107602834701538,True,0,0,如果他拒绝我，我会死的。,如果他拒绝我，我不会死的。
11377_0001_angry_0001_000450,0001,angry,happy,True,1.0,0.7412939071655273,False,0,0,她经常去我们酒店附近的酒吧。,我们经常去我们宿舍附近的酒吧。
11378_0001_angry_0001_000682,0001,angry,happy,True,1.0,0.2867372930049896,False,0,0,好的，您想要新款,我们买同款式的呀，两个人一起穿才好看呢。
11379_0001_angry_0001_000565,0001,angry,happy,True,7.0,0.2878810167312622,False,0,0,好的，明天下午三点和小可爱聊天。,"""Quiero salir de la habitación del hotel."""
11382_0001_angry_0001_000695,0001,angry,happy,True,1.0,0.37885430455207825,False,0,0,别总闲着，找点事做。,好的，我来转录一下。
11383_0001_angry_0001_000556,0001,angry,happy,True,1.0,0.7813858985900879,False,0,0,是的，我知道，患难见真情。,这道题我知道，破釜
11384_0001_angry_0001_000479,0001,angry,happy,False,1.0,0.3260807394981384,False,0,0,你是不是觉得不公平,对别人友好，对我就更友好啦！
11387_0001_angry_0001_000474,0001,angry,happy,True,12.0,0.33627092838287354,False,0,0,好的，正在为您处理退款,"""Can you help me find a good gift for my friend's birthday?"""
11388_0001_angry_0001_000419,0001,angry,happy,False,1.0,0.49574387073516846,False,0,0,好的，我明白了，以后会注意的。,以后不再坏啦，加一加，再试一次。
11389_0001_angry_0001_000640,0001,angry,happy,True,1.0,0.7964851260185242,False,0,0,还有聊天记录,好的，正在为您转录语音聊天记录。
11392_0001_angry_0001_000518,0001,angry,happy,False,1.0,0.3976396918296814,False,0,0,我最喜欢你呀，怎么了？,我最喜欢游泳。
11393_0001_angry_0001_000489,0001,angry,happy,True,11.0,0.49298298358917236,False,0,0,他们的配合确实值得我们学习,"The transcription is: ""Their support encourages us to learn and grow."""
11394_0001_angry_0001_000557,0001,angry,happy,True,1.0,0.32301318645477295,False,0,0,你就是呆呆的！,我是womoda，也是在太好了。
11397_0001_angry_0001_000392,0001,angry,happy,False,1.0,0.17124353349208832,False,0,0,你这人真是的，我警告你啊！,我们一定会暖和的，别担心。
11398_0001_angry_0001_000384,0001,angry,happy,False,1.0,0.8472870588302612,True,0,0,那一定是个勇敢的人吧,那斯马特，他肯定很勇敢。
11399_0001_angry_0001_000606,0001,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,陪你,陪你
11402_0001_angry_0001_000373,0001,angry,happy,False,1.0,0.5391891598701477,False,0,0,好的，试试这款儿童营养餐，富含维生素和蛋白质，让宝宝吃得开心又健康。,可以试试彩虹蔬菜卷，苹果胡萝卜泥，或者酸奶
11403_0001_angry_0001_000445,0001,angry,happy,True,1.0,0.944301426410675,True,1,1,我倒是有一个爱好，收藏古董。,我倒有一个爱好，搜淘古董。
11404_0001_angry_0001_000519,0001,angry,happy,True,1.0,0.2272597998380661,False,0,0,好的，我明白了，那我再想想，真相已经上传了。,让我想想，去年夏天在巴厘岛坐竹筏
11407_0001_angry_0001_000363,0001,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,周末的我只忙着,周末的我只忙着
11408_0001_angry_0001_000478,0001,angry,happy,True,1.0,0.32166698575019836,False,0,0,好的，我明白了，您觉得这些颜色不太适合您对吗？,好的，我来转录一下。
11409_0001_angry_0001_000481,0001,angry,happy,True,1.0,0.6932814121246338,False,0,0,累死啦，他每天还骑自行车上学。,丽莎每天爱骑自行车上学。
11412_0001_angry_0001_000552,0001,angry,happy,True,1.0,0.2810978591442108,False,0,0,我明白你现在,下午好，我叫小美，今年二十岁。我喜欢喝热茶，尤其是红茶
11413_0001_angry_0001_000672,0001,angry,happy,True,1.0,0.5209001302719116,False,0,0,我随时都在，听你的。,好的，我来帮你看看。
11414_0001_angry_0001_000544,0001,angry,happy,True,1.0,0.9144949913024902,True,1,1,炖肉还剩三十分钟十八秒,炖肉需要一小时，剩余时间三十分钟十八秒。
11417_0001_angry_0001_000689,0001,angry,happy,True,1.0,0.45021265745162964,False,0,0,好的，我明白了，不会问了。,好的，我将为您转录并输出语音内容。
11418_0001_angry_0001_000515,0001,angry,happy,True,1.0,0.47112607955932617,False,0,0,你前天就分手了，还装作若无其事？,我们昨天已经牵手
11419_0001_angry_0001_000548,0001,angry,happy,False,1.0,0.33882802724838257,False,0,0,当然知道，我们各有各的难处。,当然知道，我们还有好多天要一起玩呢！
11422_0001_angry_0001_000471,0001,angry,happy,True,1.0,0.15877953171730042,False,0,0,那你就离市区很远了,万里度假村的沙滩很适合玩耍，还有水上乐园可以玩。
11423_0001_angry_0001_000387,0001,angry,happy,True,1.0,0.34753286838531494,False,0,0,我听到你们的期待，也感受到你们的困扰，能告诉我具体发生了什么吗？,我和我的妻子盼望着能见面
11424_0001_angry_0001_000538,0001,angry,happy,True,1.0,0.8451732397079468,True,1,1,好的，我记住了，以后你会经常来爬山。,以后我还经常来这爬山
11427_0001_angry_0001_000661,0001,angry,happy,True,8.0,0.5495840311050415,False,0,0,好的，我们休息一下，然后去喝杯咖啡。,"The crew rests by the river, sipping coffee."
11428_0001_angry_0001_000593,0001,angry,happy,True,1.0,0.4295346438884735,False,0,0,你确实该穿得更讲究些,那句话是“你应该
11429_0001_angry_0001_000366,0001,angry,happy,True,1.0,0.7365976572036743,False,0,0,他一定是一眼就被你迷住了,她一定是一眼就被你迷住了。
11432_0001_angry_0001_000687,0001,angry,happy,True,1.0,0.17519915103912354,False,0,0,你听起来,她看起来很高兴，眼睛闪闪
11433_0001_angry_0001_000467,0001,angry,happy,True,1.0,0.5057852864265442,False,0,0,快点起床，我在公寓门口等你。,你捡到的纸条上写着，我一直在公园门口等你。
11434_0001_angry_0001_000632,0001,angry,happy,True,0.0,1.0,True,skip_identical,1,有些人划船，有的人在进行花草,有些人划船，有的人在进行花草
11437_0001_angry_0001_000547,0001,angry,happy,False,1.0,0.8150509595870972,True,1,1,朋友不分性别啊，因为每个人都有自己的特点和优点，重要的是互相理解和,因为朋友不分性别呀，男生女生都能做朋友。
11438_0001_angry_0001_000545,0001,angry,happy,False,1.0,0.4069744944572449,False,0,0,哎呀，我可不敢当麻将高手呢，不过咱们可以一起切磋切磋。,我国家的人都是麻将高手。
11439_0001_angry_0001_000648,0001,angry,happy,True,1.0,0.9594807028770447,True,1,1,祝你春节快乐，全家幸福安康。,春节快乐，全家幸福安康。
11442_0001_angry_0001_000486,0001,angry,happy,False,1.0,0.6366368532180786,False,0,0,嗯，您喜欢运动啊，不过听起来,我最喜欢运动了，尤其是游泳和跑步！
11443_0001_angry_0001_000435,0001,angry,happy,True,1.0,0.14072498679161072,False,0,0,他的健康，我真放心不下。,好的，我来转录一下。
11444_0001_angry_0001_000438,0001,angry,happy,True,1.0,0.37907373905181885,False,0,0,好的，马上带你去香港海洋公园。,小朋友，今天天气真好，我们一起去玩吧！
11447_0001_angry_0001_000468,0001,angry,happy,False,1.0,0.3459068536758423,False,0,0,哎呀，别生气啦，发生什么事了？,我的同事把我的午餐给弄丢了
11448_0001_angry_0001_000571,0001,angry,happy,True,1.0,0.9394837617874146,True,1,1,我非常支持人们探索太空。,我非常支持人们走进太空。
11449_0001_angry_0001_000398,0001,angry,happy,False,1.0,0.5366013050079346,False,0,0,您稍等，马上为您处理。,时候不早了，我来了，行吗？
11452_0001_angry_0001_000539,0001,angry,happy,False,1.0,0.09017693996429443,False,0,0,你这眼光也太差了吧，我可是见过大场面的人。,我是一名教师，今天可是好日子呢。
11453_0001_angry_0001_000670,0001,angry,happy,True,7.0,0.349275678396225,False,0,0,你根本不懂！我需要详细解释，现在！,You're welcome! I'm glad I could help.
11454_0001_angry_0001_000612,0001,angry,happy,True,1.0,0.32088547945022583,False,0,0,她被甩了？这也太气人了！,他好像又迷路了。
11457_0001_angry_0001_000434,0001,angry,happy,False,1.0,0.4427555501461029,False,0,0,她好像跟她的秘书有过一段关系。,她好像跟她的妹妹疯了一样，黏在一起说个不停。
11458_0001_angry_0001_000397,0001,angry,happy,True,1.0,0.9976592659950256,True,skip_high_sim,1,这是台湾地区最大的动物园,这也是台湾地区最大的动物园
11459_0001_angry_0001_000616,0001,angry,happy,True,1.0,0.36571675539016724,False,0,0,您是修女，只会讲文明用语。,我是修女，指挥官，盲人，忧郁。
11462_0001_angry_0001_000470,0001,angry,happy,True,13.0,0.38997817039489746,False,0,0,你根本不懂我好吗,"""Wow, that’s so thoughtful! I’d love to go on an adventure with you!"""
11463_0001_angry_0001_000583,0001,angry,happy,False,1.0,0.16809819638729095,False,0,0,好的，我明白了，不会再,好的，我帮您查询笔记本电脑的报价。
11464_0001_angry_0001_000543,0001,angry,happy,True,1.0,0.9571781158447266,True,1,1,带她去吃顿好的，好好哄哄她。,带她去吃顿好的，好好表现一下。
11467_0001_angry_0001_000678,0001,angry,happy,True,1.0,0.6954799890518188,False,0,0,我们下午可以在湖里划船。,好的，我来帮你转录一下。今天下午我在湖里划船。
11468_0001_angry_0001_000353,0001,angry,happy,True,1.0,0.13914050161838531,False,0,0,我老家在北京。,普朗加加星
11469_0001_angry_0001_000638,0001,angry,happy,True,1.0,0.5783272981643677,False,0,0,你随时都能找到我，我一直在。,他随时都在，永远爱着我。
11472_0001_angry_0001_000660,0001,angry,happy,True,1.0,0.6612706184387207,False,0,0,这局我让你开，今天我不想,这局我让你开，今天我请你喝一杯，哈哈。
11473_0001_angry_0001_000569,0001,angry,happy,True,0.0,1.000000238418579,True,skip_identical,1,大部分都是用诱饵,大部分都是用诱饵
11474_0001_angry_0001_000525,0001,angry,happy,False,1.0,0.4764387607574463,False,0,0,她现在失业了，你最好别去打扰,她死咯，她死咯，她死咯。
11477_0001_angry_0001_000507,0001,angry,happy,True,1.0,0.3048132658004761,False,0,0,嗯，确实有时候病人会这样，您别太生气，尽量保持冷静，这样对大家都好。,游泳后病人会接受物理治疗。
11478_0001_angry_0001_000517,0001,angry,happy,False,1.0,0.9765099883079529,True,0,0,好的，您想换多少日元呢？,太棒了，你想换多少日元呢？
11479_0001_angry_0001_000395,0001,angry,happy,True,1.0,0.3887941837310791,False,0,0,我明白你的感受，生活确实会有起伏，但总会好起来的。,嗯，原声不疼，但一帆风顺。
11482_0001_angry_0001_000425,0001,angry,happy,True,7.0,0.12939846515655518,False,0,0,我也想去看看可爱的熊猫，但你听起来,I'm really happy with my new job!
11483_0001_angry_0001_000439,0001,angry,happy,True,1.0,0.8235162496566772,True,0,0,“是啊，冰淇淋,吃了一个冰淇淋
11484_0001_angry_0001_000536,0001,angry,happy,False,1.0,0.8526482582092285,True,1,1,软妹子生气会说讨厌不理,小宝贝生气时会说讨厌不理
11487_0001_angry_0001_000490,0001,angry,happy,False,1.0,0.5446586012840271,False,0,0,你确实挺爱说的,我也知道自己是大嘴巴
11488_0001_angry_0001_000458,0001,angry,happy,False,1.0,0.21374811232089996,False,0,0,好的，我们来比较一下足球和篮球吧。,好的，我们来看看哪一种秋季回家好好的人。
11489_0001_angry_0001_000644,0001,angry,happy,False,1.0,0.5243291854858398,False,0,0,你被我说过什么了？,你都是银灰色的呀，怎么被我偷走了呢？
