sample_id,text_id,layer,semantic_emotion,prosody_emotion,pred_emotion,margin,logit_semantic,logit_prosody,win_semantic,win_prosody,win_other,generated_token,predicted_token,sanity_match,logit_neutral,logit_happy,logit_sad,logit_angry,logit_surprised
t000_happy,t000,24,neutral,happy,happy,4.7734375,0.6015625,5.375,0,1,0,Sur,The,False,0.6015625,5.375,0.5625,-3.96875,-0.17871094
t000_happy,t000,25,neutral,happy,happy,2.484375,2.609375,5.09375,0,1,0,Sur,The,False,2.609375,5.09375,-1.1875,-2.515625,1.1015625
t000_happy,t000,26,neutral,happy,happy,3.59375,6.15625,9.75,0,1,0,Sur,The,False,6.15625,9.75,2.046875,0.8984375,2.859375
t000_happy,t000,27,neutral,happy,happy,3.34375,6.53125,9.875,0,1,0,Sur,The,False,6.53125,9.875,1.1640625,0.640625,2.8125
t000_happy,t000,28,neutral,happy,happy,3.4375,7.5625,11.0,0,1,0,Sur,The,False,7.5625,11.0,2.46875,1.3203125,2.671875
t000_happy,t000,29,neutral,happy,surprised,5.0,6.875,11.875,0,0,1,Sur,The,False,6.875,11.875,4.5625,2.046875,12.4375
t000_happy,t000,30,neutral,happy,happy,9.03125,6.71875,15.75,0,1,0,Sur,The,False,6.71875,15.75,6.1875,4.125,12.375
t000_happy,t000,31,neutral,happy,happy,3.375,11.5,14.875,0,1,0,Sur,The,False,11.5,14.875,5.78125,4.21875,12.125
t000_happy,t000,32,neutral,happy,happy,4.6875,11.125,15.8125,0,1,0,Sur,The,False,11.125,15.8125,6.40625,4.5,13.75
t000_happy,t000,33,neutral,happy,surprised,9.125,10.5,19.625,0,0,1,Sur,The,False,10.5,19.625,8.1875,4.375,24.875
t000_happy,t000,34,neutral,happy,surprised,5.1875,8.5625,13.75,0,0,1,Sur,The,False,8.5625,13.75,6.71875,4.53125,18.0
t000_happy,t000,35,neutral,happy,surprised,2.25,33.25,35.5,0,0,1,Sur,The,False,33.25,35.5,25.0,25.375,39.5
t000_sad,t000,0,neutral,sad,happy,1.8515625,-0.5859375,1.265625,0,0,1,The,The,True,-0.5859375,8.1875,1.265625,-0.39257812,0.46679688
t000_sad,t000,1,neutral,sad,happy,3.4726562,-0.55078125,2.921875,0,0,1,The,The,True,-0.55078125,9.375,2.921875,-0.49609375,1.859375
t000_sad,t000,2,neutral,sad,happy,1.6875,2.34375,4.03125,0,0,1,The,The,True,2.34375,9.375,4.03125,-0.48046875,2.390625
t000_sad,t000,3,neutral,sad,happy,3.625,3.09375,6.71875,0,0,1,The,The,True,3.09375,9.4375,6.71875,1.5546875,5.46875
t000_sad,t000,4,neutral,sad,happy,1.21875,2.03125,3.25,0,0,1,The,The,True,2.03125,5.46875,3.25,2.59375,3.296875
t000_sad,t000,5,neutral,sad,happy,1.6386719,0.36132812,2.0,0,0,1,The,The,True,0.36132812,6.0625,2.0,3.21875,3.75
t000_sad,t000,6,neutral,sad,happy,-0.26953125,1.09375,0.82421875,0,0,1,The,The,True,1.09375,7.0,0.82421875,2.390625,3.328125
t000_sad,t000,7,neutral,sad,happy,0.4296875,-0.060546875,0.36914062,0,0,1,The,The,True,-0.060546875,7.3125,0.36914062,3.46875,3.5625
t000_sad,t000,8,neutral,sad,happy,0.31591797,0.115722656,0.43164062,0,0,1,The,The,True,0.115722656,6.75,0.43164062,2.96875,3.15625
t000_sad,t000,9,neutral,sad,happy,0.78125,-0.5546875,0.2265625,0,0,1,The,The,True,-0.5546875,6.1875,0.2265625,2.15625,3.171875
t000_sad,t000,10,neutral,sad,happy,-0.109375,-0.41015625,-0.51953125,0,0,1,The,The,True,-0.41015625,6.25,-0.51953125,2.203125,2.65625
t000_sad,t000,11,neutral,sad,happy,1.0253906,-1.3984375,-0.37304688,0,0,1,The,The,True,-1.3984375,5.21875,-0.37304688,2.421875,2.921875
t000_sad,t000,12,neutral,sad,happy,1.0273438,-1.703125,-0.67578125,0,0,1,The,The,True,-1.703125,6.5625,-0.67578125,1.203125,2.109375
t000_sad,t000,13,neutral,sad,happy,1.8034668,-1.84375,-0.040283203,0,0,1,The,The,True,-1.84375,5.3125,-0.040283203,0.734375,2.578125
t000_sad,t000,14,neutral,sad,happy,1.4921875,-1.1640625,0.328125,0,0,1,The,The,True,-1.1640625,5.1875,0.328125,0.69921875,2.921875
t000_sad,t000,15,neutral,sad,happy,2.1484375,-1.8046875,0.34375,0,0,1,The,The,True,-1.8046875,4.28125,0.34375,0.3984375,2.796875
t000_sad,t000,16,neutral,sad,happy,2.0019531,-1.75,0.25195312,0,0,1,The,The,True,-1.75,4.09375,0.25195312,-1.1640625,2.203125
t000_sad,t000,17,neutral,sad,happy,0.3984375,-1.1796875,-0.78125,0,0,1,The,The,True,-1.1796875,4.5625,-0.78125,-0.40625,1.625
t000_sad,t000,18,neutral,sad,happy,0.21875,-1.25,-1.03125,0,0,1,The,The,True,-1.25,4.6875,-1.03125,0.20117188,1.3828125
t000_sad,t000,19,neutral,sad,happy,1.2138672,-1.40625,-0.19238281,0,0,1,The,The,True,-1.40625,5.8125,-0.19238281,-0.24023438,0.6015625
t000_sad,t000,20,neutral,sad,happy,0.4375,-2.078125,-1.640625,0,0,1,The,The,True,-2.078125,3.703125,-1.640625,-2.265625,-0.50390625
t000_sad,t000,21,neutral,sad,happy,-3.1796875,1.0390625,-2.140625,0,0,1,The,The,True,1.0390625,2.96875,-2.140625,-2.734375,0.13183594
t000_sad,t000,22,neutral,sad,happy,-2.1210938,1.1640625,-0.95703125,0,0,1,The,The,True,1.1640625,2.796875,-0.95703125,-1.6953125,0.73828125
t000_sad,t000,23,neutral,sad,happy,-1.21875,3.875,2.65625,0,0,1,The,The,True,3.875,4.40625,2.65625,-1.1875,1.0078125
t000_sad,t000,24,neutral,sad,sad,5.1796875,0.6953125,5.875,0,1,0,The,The,True,0.6953125,3.28125,5.875,-2.28125,-1.2109375
t000_sad,t000,25,neutral,sad,sad,2.125,2.4375,4.5625,0,1,0,The,The,True,2.4375,2.15625,4.5625,-1.09375,-0.43945312
t000_sad,t000,26,neutral,sad,sad,1.71875,7.21875,8.9375,0,1,0,The,The,True,7.21875,4.0625,8.9375,0.75390625,0.81640625
t000_sad,t000,27,neutral,sad,sad,1.84375,7.84375,9.6875,0,1,0,The,The,True,7.84375,3.46875,9.6875,0.89453125,2.25
t000_sad,t000,28,neutral,sad,sad,2.3125,8.6875,11.0,0,1,0,The,The,True,8.6875,4.65625,11.0,1.8046875,1.734375
t000_sad,t000,29,neutral,sad,sad,4.0625,9.25,13.3125,0,1,0,The,The,True,9.25,4.59375,13.3125,2.71875,4.03125
t000_sad,t000,30,neutral,sad,sad,6.125,9.6875,15.8125,0,1,0,The,The,True,9.6875,8.3125,15.8125,5.15625,5.0625
t000_sad,t000,31,neutral,sad,neutral,-0.25,14.6875,14.4375,1,0,0,The,The,True,14.6875,7.03125,14.4375,5.5625,5.9375
t000_sad,t000,32,neutral,sad,sad,5.8125,14.1875,20.0,0,1,0,The,The,True,14.1875,9.125,20.0,5.25,7.03125
t000_sad,t000,33,neutral,sad,sad,7.875,14.375,22.25,0,1,0,The,The,True,14.375,11.3125,22.25,5.40625,8.0625
t000_sad,t000,34,neutral,sad,sad,4.0625,11.75,15.8125,0,1,0,The,The,True,11.75,7.4375,15.8125,5.03125,6.8125
t000_sad,t000,35,neutral,sad,neutral,-4.25,38.25,34.0,1,0,0,The,The,True,38.25,31.875,34.0,28.5,33.5
t000_angry,t000,0,neutral,angry,happy,-0.6152344,0.88671875,0.27148438,0,0,1,Sur,The,False,0.88671875,7.3125,0.39257812,0.27148438,1.296875
t000_angry,t000,1,neutral,angry,happy,-0.7529297,0.67578125,-0.07714844,0,0,1,Sur,The,False,0.67578125,8.875,2.34375,-0.07714844,2.625
t000_angry,t000,2,neutral,angry,happy,-3.2495117,3.296875,0.04736328,0,0,1,Sur,The,False,3.296875,8.5625,3.59375,0.04736328,2.640625
t000_angry,t000,3,neutral,angry,happy,-1.5546875,3.484375,1.9296875,0,0,1,Sur,The,False,3.484375,8.5,5.84375,1.9296875,5.6875
t000_angry,t000,4,neutral,angry,happy,0.796875,2.140625,2.9375,0,0,1,Sur,The,False,2.140625,4.78125,2.5625,2.9375,3.234375
t000_angry,t000,5,neutral,angry,happy,2.9609375,0.4921875,3.453125,0,0,1,Sur,The,False,0.4921875,5.5625,1.6015625,3.453125,3.609375
t000_angry,t000,6,neutral,angry,happy,1.53125,1.09375,2.625,0,0,1,Sur,The,False,1.09375,6.40625,0.421875,2.625,3.28125
t000_angry,t000,7,neutral,angry,happy,3.8466797,-0.11230469,3.734375,0,0,1,Sur,The,False,-0.11230469,6.9375,0.080566406,3.734375,3.390625
t000_angry,t000,8,neutral,angry,happy,3.2229004,-0.03540039,3.1875,0,0,1,Sur,The,False,-0.03540039,6.5,0.16699219,3.1875,3.0
t000_angry,t000,9,neutral,angry,happy,3.2265625,-0.7421875,2.484375,0,0,1,Sur,The,False,-0.7421875,6.09375,-0.48242188,2.484375,3.0
t000_angry,t000,10,neutral,angry,happy,3.1679688,-0.57421875,2.59375,0,0,1,Sur,The,False,-0.57421875,6.125,-0.921875,2.59375,2.609375
t000_angry,t000,11,neutral,angry,happy,4.28125,-1.46875,2.8125,0,0,1,Sur,The,False,-1.46875,5.03125,-0.9140625,2.8125,2.921875
t000_angry,t000,12,neutral,angry,happy,3.296875,-1.6484375,1.6484375,0,0,1,Sur,The,False,-1.6484375,6.375,-0.98828125,1.6484375,2.0
t000_angry,t000,13,neutral,angry,happy,2.953125,-1.828125,1.125,0,0,1,Sur,The,False,-1.828125,5.09375,-0.3203125,1.125,2.625
t000_angry,t000,14,neutral,angry,happy,2.3476562,-1.375,0.97265625,0,0,1,Sur,The,False,-1.375,5.03125,0.15332031,0.97265625,2.828125
t000_angry,t000,15,neutral,angry,happy,2.4140625,-1.828125,0.5859375,0,0,1,Sur,The,False,-1.828125,4.09375,0.28710938,0.5859375,2.671875
t000_angry,t000,16,neutral,angry,happy,0.84765625,-1.78125,-0.93359375,0,0,1,Sur,The,False,-1.78125,3.796875,-0.02722168,-0.93359375,2.234375
t000_angry,t000,17,neutral,angry,happy,1.1025391,-1.1953125,-0.09277344,0,0,1,Sur,The,False,-1.1953125,4.53125,-1.2734375,-0.09277344,1.53125
t000_angry,t000,18,neutral,angry,happy,1.765625,-1.2734375,0.4921875,0,0,1,Sur,The,False,-1.2734375,4.625,-1.546875,0.4921875,1.296875
t000_angry,t000,19,neutral,angry,happy,1.9558105,-1.921875,0.033935547,0,0,1,Sur,The,False,-1.921875,5.75,-1.34375,0.033935547,0.88671875
t000_angry,t000,20,neutral,angry,happy,0.4296875,-2.140625,-1.7109375,0,0,1,Sur,The,False,-2.140625,3.8125,-2.984375,-1.7109375,-0.1796875
t000_angry,t000,21,neutral,angry,happy,-4.1328125,1.7734375,-2.359375,0,0,1,Sur,The,False,1.7734375,3.578125,-4.59375,-2.359375,1.0234375
t000_angry,t000,22,neutral,angry,happy,-2.7109375,0.734375,-1.9765625,0,0,1,Sur,The,False,0.734375,3.375,-3.84375,-1.9765625,1.359375
t000_angry,t000,23,neutral,angry,happy,-5.09375,2.640625,-2.453125,0,0,1,Sur,The,False,2.640625,4.1875,-1.7265625,-2.453125,1.5546875
t000_angry,t000,24,neutral,angry,happy,-3.9702148,-0.092285156,-4.0625,0,0,1,Sur,The,False,-0.092285156,2.4375,0.39648438,-4.0625,0.5625
t000_angry,t000,25,neutral,angry,neutral,-5.0,2.296875,-2.703125,1,0,0,Sur,The,False,2.296875,2.21875,-1.140625,-2.703125,2.296875
t000_angry,t000,26,neutral,angry,neutral,-5.6992188,6.28125,0.58203125,1,0,0,Sur,The,False,6.28125,5.375,2.234375,0.58203125,4.28125
t000_angry,t000,27,neutral,angry,neutral,-6.546875,6.96875,0.421875,1,0,0,Sur,The,False,6.96875,5.46875,1.734375,0.421875,4.6875
t000_angry,t000,28,neutral,angry,neutral,-6.703125,7.9375,1.234375,1,0,0,Sur,The,False,7.9375,6.5,2.765625,1.234375,4.03125
t000_angry,t000,29,neutral,angry,surprised,-4.75,7.0625,2.3125,0,0,1,Sur,The,False,7.0625,6.0625,4.40625,2.3125,17.875
t000_angry,t000,30,neutral,angry,surprised,-2.125,6.375,4.25,0,0,1,Sur,The,False,6.375,8.125,5.0,4.25,16.875
t000_angry,t000,31,neutral,angry,surprised,-6.125,10.3125,4.1875,0,0,1,Sur,The,False,10.3125,8.0625,4.34375,4.1875,16.25
t000_angry,t000,32,neutral,angry,surprised,-5.90625,10.25,4.34375,0,0,1,Sur,The,False,10.25,7.65625,3.984375,4.34375,17.5
t000_angry,t000,33,neutral,angry,surprised,-4.71875,9.1875,4.46875,0,0,1,Sur,The,False,9.1875,8.875,5.375,4.46875,29.125
t000_angry,t000,34,neutral,angry,surprised,-3.1875,7.78125,4.59375,0,0,1,Sur,The,False,7.78125,6.25,4.9375,4.59375,20.25
t000_angry,t000,35,neutral,angry,surprised,-6.25,32.0,25.75,0,0,1,Sur,The,False,32.0,29.0,23.25,25.75,40.25
t000_surprised,t000,0,neutral,surprised,happy,-0.83984375,1.78125,0.94140625,0,0,1,Sur,The,False,1.78125,6.28125,0.89453125,-0.0021514893,0.94140625
t000_surprised,t000,1,neutral,surprised,happy,0.984375,1.875,2.859375,0,0,1,Sur,The,False,1.875,8.375,2.421875,0.09863281,2.859375
t000_surprised,t000,2,neutral,surprised,happy,-1.171875,4.15625,2.984375,0,0,1,Sur,The,False,4.15625,8.375,3.625,0.109375,2.984375
t000_surprised,t000,3,neutral,surprised,happy,1.46875,4.375,5.84375,0,0,1,Sur,The,False,4.375,8.3125,6.25,1.7578125,5.84375
t000_surprised,t000,4,neutral,surprised,happy,0.5,2.90625,3.40625,0,0,1,Sur,The,False,2.90625,4.9375,2.84375,2.65625,3.40625
t000_surprised,t000,5,neutral,surprised,happy,2.6328125,1.1171875,3.75,0,0,1,Sur,The,False,1.1171875,5.6875,2.03125,3.28125,3.75
t000_surprised,t000,6,neutral,surprised,happy,1.859375,1.53125,3.390625,0,0,1,Sur,The,False,1.53125,6.75,0.87109375,2.328125,3.390625
t000_surprised,t000,7,neutral,surprised,happy,3.1113281,0.37304688,3.484375,0,0,1,Sur,The,False,0.37304688,7.25,0.45507812,3.46875,3.484375
t000_surprised,t000,8,neutral,surprised,happy,2.84375,0.328125,3.171875,0,0,1,Sur,The,False,0.328125,6.75,0.67578125,2.953125,3.171875
t000_surprised,t000,9,neutral,surprised,happy,3.6347656,-0.46289062,3.171875,0,0,1,Sur,The,False,-0.46289062,6.125,0.040283203,2.28125,3.171875
t000_surprised,t000,10,neutral,surprised,happy,3.015625,-0.296875,2.71875,0,0,1,Sur,The,False,-0.296875,6.15625,-0.57421875,2.421875,2.71875
t000_surprised,t000,11,neutral,surprised,happy,4.28125,-1.328125,2.953125,0,0,1,Sur,The,False,-1.328125,5.0,-0.5703125,2.75,2.953125
t000_surprised,t000,12,neutral,surprised,happy,3.609375,-1.546875,2.0625,0,0,1,Sur,The,False,-1.546875,6.40625,-0.6640625,1.609375,2.0625
t000_surprised,t000,13,neutral,surprised,happy,4.3828125,-1.7421875,2.640625,0,0,1,Sur,The,False,-1.7421875,5.25,-0.020874023,1.09375,2.640625
t000_surprised,t000,14,neutral,surprised,happy,4.0390625,-1.2265625,2.8125,0,0,1,Sur,The,False,-1.2265625,5.03125,0.40039062,0.9453125,2.8125
t000_surprised,t000,15,neutral,surprised,happy,4.328125,-1.640625,2.6875,0,0,1,Sur,The,False,-1.640625,4.1875,0.49804688,0.57421875,2.6875
t000_surprised,t000,16,neutral,surprised,happy,3.671875,-1.4375,2.234375,0,0,1,Sur,The,False,-1.4375,3.890625,0.17480469,-0.9296875,2.234375
t000_surprised,t000,17,neutral,surprised,happy,2.5039062,-0.92578125,1.578125,0,0,1,Sur,The,False,-0.92578125,4.5625,-0.96484375,-0.083496094,1.578125
t000_surprised,t000,18,neutral,surprised,happy,2.4140625,-1.109375,1.3046875,0,0,1,Sur,The,False,-1.109375,4.6875,-1.3515625,0.51953125,1.3046875
t000_surprised,t000,19,neutral,surprised,happy,2.6679688,-1.9296875,0.73828125,0,0,1,Sur,The,False,-1.9296875,5.9375,-1.34375,0.057617188,0.73828125
t000_surprised,t000,20,neutral,surprised,happy,1.5820312,-1.9453125,-0.36328125,0,0,1,Sur,The,False,-1.9453125,3.953125,-2.984375,-1.6328125,-0.36328125
t000_surprised,t000,21,neutral,surprised,happy,-1.1289062,1.8984375,0.76953125,0,0,1,Sur,The,False,1.8984375,3.71875,-4.4375,-2.328125,0.76953125
t000_surprised,t000,22,neutral,surprised,happy,0.11328125,0.98046875,1.09375,0,0,1,Sur,The,False,0.98046875,3.875,-3.765625,-2.0,1.09375
t000_surprised,t000,23,neutral,surprised,happy,-1.9453125,3.21875,1.2734375,0,0,1,Sur,The,False,3.21875,4.84375,-1.7421875,-2.515625,1.2734375
t000_surprised,t000,24,neutral,surprised,happy,0.31689453,0.04638672,0.36328125,0,0,1,Sur,The,False,0.04638672,3.140625,0.32617188,-4.3125,0.36328125
t000_surprised,t000,25,neutral,surprised,happy,-0.578125,2.4375,1.859375,0,0,1,Sur,The,False,2.4375,3.0625,-1.203125,-2.96875,1.859375
t000_surprised,t000,26,neutral,surprised,happy,-2.71875,6.75,4.03125,0,0,1,Sur,The,False,6.75,6.84375,2.40625,0.62109375,4.03125
t000_surprised,t000,27,neutral,surprised,neutral,-3.125,7.53125,4.40625,1,0,0,Sur,The,False,7.53125,7.0,1.6875,0.4453125,4.40625
t000_surprised,t000,28,neutral,surprised,neutral,-4.453125,8.375,3.921875,1,0,0,Sur,The,False,8.375,8.125,2.84375,1.2109375,3.921875
t000_surprised,t000,29,neutral,surprised,surprised,9.46875,7.03125,16.5,0,1,0,Sur,The,False,7.03125,8.1875,4.5625,2.234375,16.5
t000_surprised,t000,30,neutral,surprised,surprised,9.03125,6.65625,15.6875,0,1,0,Sur,The,False,6.65625,10.875,5.34375,3.4375,15.6875
t000_surprised,t000,31,neutral,surprised,surprised,4.125,11.125,15.25,0,1,0,Sur,The,False,11.125,10.5625,4.8125,3.453125,15.25
t000_surprised,t000,32,neutral,surprised,surprised,6.0,10.75,16.75,0,1,0,Sur,The,False,10.75,10.125,4.5625,3.359375,16.75
t000_surprised,t000,33,neutral,surprised,surprised,19.0625,9.5625,28.625,0,1,0,Sur,The,False,9.5625,11.8125,6.0625,3.5625,28.625
t000_surprised,t000,34,neutral,surprised,surprised,11.96875,7.90625,19.875,0,1,0,Sur,The,False,7.90625,8.5,5.375,3.59375,19.875
t000_surprised,t000,35,neutral,surprised,surprised,7.75,32.25,40.0,0,1,0,Sur,The,False,32.25,31.0,23.5,24.375,40.0
t001_happy,t001,0,neutral,happy,happy,5.6367188,0.51953125,6.15625,0,1,0,Sur,The,False,0.51953125,6.15625,0.625,-1.015625,0.068847656
t001_happy,t001,1,neutral,happy,happy,7.1484375,0.8203125,7.96875,0,1,0,Sur,The,False,0.8203125,7.96875,2.40625,-0.52734375,1.96875
t001_happy,t001,2,neutral,happy,happy,4.5625,3.5,8.0625,0,1,0,Sur,The,False,3.5,8.0625,3.671875,-0.039794922,2.109375
t001_happy,t001,3,neutral,happy,happy,3.96875,4.15625,8.125,0,1,0,Sur,The,False,4.15625,8.125,6.53125,1.8359375,5.34375
t001_happy,t001,4,neutral,happy,happy,2.03125,2.53125,4.5625,0,1,0,Sur,The,False,2.53125,4.5625,2.765625,2.96875,3.171875
t001_happy,t001,5,neutral,happy,happy,5.107422,0.42382812,5.53125,0,1,0,Sur,The,False,0.42382812,5.53125,1.8203125,3.140625,3.640625
t001_happy,t001,6,neutral,happy,happy,5.421875,1.078125,6.5,0,1,0,Sur,The,False,1.078125,6.5,0.62109375,2.125,3.21875
t001_happy,t001,7,neutral,happy,happy,7.203125,-0.234375,6.96875,0,1,0,Sur,The,False,-0.234375,6.96875,0.25976562,3.21875,3.328125
t001_happy,t001,8,neutral,happy,happy,6.546875,-0.109375,6.4375,0,1,0,Sur,The,False,-0.109375,6.4375,0.41796875,2.65625,2.9375
t001_happy,t001,9,neutral,happy,happy,7.1210938,-0.93359375,6.1875,0,1,0,Sur,The,False,-0.93359375,6.1875,-0.03564453,1.96875,3.046875
t001_happy,t001,10,neutral,happy,happy,6.8554688,-0.76171875,6.09375,0,1,0,Sur,The,False,-0.76171875,6.09375,-0.51171875,2.390625,2.6875
t001_happy,t001,11,neutral,happy,happy,6.9375,-1.90625,5.03125,0,1,0,Sur,The,False,-1.90625,5.03125,-0.6171875,2.78125,2.890625
t001_happy,t001,12,neutral,happy,happy,8.046875,-1.609375,6.4375,0,1,0,Sur,The,False,-1.609375,6.4375,-0.5625,1.6015625,2.046875
t001_happy,t001,13,neutral,happy,happy,7.03125,-1.75,5.28125,0,1,0,Sur,The,False,-1.75,5.28125,0.15527344,1.265625,2.453125
t001_happy,t001,14,neutral,happy,happy,6.5,-1.15625,5.34375,0,1,0,Sur,The,False,-1.15625,5.34375,0.5234375,1.0234375,2.75
t001_happy,t001,15,neutral,happy,happy,6.4140625,-1.8515625,4.5625,0,1,0,Sur,The,False,-1.8515625,4.5625,0.67578125,0.69921875,2.375
t001_happy,t001,16,neutral,happy,happy,6.4453125,-1.8203125,4.625,0,1,0,Sur,The,False,-1.8203125,4.625,0.22070312,-0.390625,2.140625
t001_happy,t001,17,neutral,happy,happy,6.1875,-1.21875,4.96875,0,1,0,Sur,The,False,-1.21875,4.96875,-1.15625,0.095214844,1.6484375
t001_happy,t001,18,neutral,happy,happy,5.8671875,-1.2734375,4.59375,0,1,0,Sur,The,False,-1.2734375,4.59375,-1.984375,0.44726562,1.2109375
t001_happy,t001,19,neutral,happy,happy,8.59375,-2.46875,6.125,0,1,0,Sur,The,False,-2.46875,6.125,-1.9140625,-0.09082031,0.23925781
t001_happy,t001,20,neutral,happy,happy,7.328125,-2.890625,4.4375,0,1,0,Sur,The,False,-2.890625,4.4375,-3.359375,-1.75,-1.1171875
t001_happy,t001,21,neutral,happy,happy,3.1015625,1.1171875,4.21875,0,1,0,Sur,The,False,1.1171875,4.21875,-4.53125,-2.28125,0.37304688
t001_happy,t001,22,neutral,happy,happy,3.5058594,0.25976562,3.765625,0,1,0,Sur,The,False,0.25976562,3.765625,-3.546875,-1.8203125,0.49414062
t001_happy,t001,23,neutral,happy,happy,2.40625,2.375,4.78125,0,1,0,Sur,The,False,2.375,4.78125,-1.2265625,-2.40625,0.60546875
t001_happy,t001,24,neutral,happy,happy,3.140625,-0.296875,2.84375,0,1,0,Sur,The,False,-0.296875,2.84375,0.38671875,-4.15625,-0.22753906
t001_happy,t001,25,neutral,happy,happy,0.171875,2.0,2.171875,0,1,0,Sur,The,False,2.0,2.171875,-0.7734375,-2.734375,0.88671875
t001_happy,t001,26,neutral,happy,neutral,-3.421875,7.09375,3.671875,1,0,0,Sur,The,False,7.09375,3.671875,1.984375,-0.3125,2.921875
t001_happy,t001,27,neutral,happy,neutral,-3.21875,7.3125,4.09375,1,0,0,Sur,The,False,7.3125,4.09375,2.09375,-0.67578125,3.6875
t001_happy,t001,28,neutral,happy,neutral,-3.75,9.375,5.625,1,0,0,Sur,The,False,9.375,5.625,3.625,1.0546875,3.5625
t001_happy,t001,29,neutral,happy,surprised,-3.25,8.5,5.25,0,0,1,Sur,The,False,8.5,5.25,5.5625,0.98828125,16.25
t001_happy,t001,30,neutral,happy,surprised,-2.15625,8.625,6.46875,0,0,1,Sur,The,False,8.625,6.46875,5.5625,3.40625,15.5
t001_happy,t001,31,neutral,happy,surprised,-7.21875,12.9375,5.71875,0,0,1,Sur,The,False,12.9375,5.71875,5.8125,3.578125,15.5625
t001_happy,t001,32,neutral,happy,surprised,-6.5,12.9375,6.4375,0,0,1,Sur,The,False,12.9375,6.4375,6.40625,4.71875,16.875
